,autor,tema,titulo,year
679,Mariano Belluscio,Neural Circuits and Systems Neuroscience,Remapping of hippocampal place cells in an unrewarded contextual memory task,2020
680,Constanza Ilarraz,Neural Circuits and Systems Neuroscience,Nociceptive responses of cortico-striatal neurons of the Anterior Cingulate Cortex in an animal model of chronic pain,2020
681,Mario Acuña,Neural Circuits and Systems Neuroscience,Nociceptive responses of cortico-striatal neurons of the Anterior Cingulate Cortex in an animal model of chronic pain,2020
682,Thomas Nevian,Neural Circuits and Systems Neuroscience,Nociceptive responses of cortico-striatal neurons of the Anterior Cingulate Cortex in an animal model of chronic pain,2020
683,Fernando Kasanetz,Neural Circuits and Systems Neuroscience,Nociceptive responses of cortico-striatal neurons of the Anterior Cingulate Cortex in an animal model of chronic pain,2020
684,Vicente Camacho-Telléz,Neural Circuits and Systems Neuroscience,Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,2020
685,Agustina Wainsztein,Neural Circuits and Systems Neuroscience,Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,2020
686,Mariana Castro,Neural Circuits and Systems Neuroscience,Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,2020
687,Mirta Villarreal,Neural Circuits and Systems Neuroscience,Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,2020
688,Salvador Guinjoan,Neural Circuits and Systems Neuroscience,Major Depressive Disorder and Borderline Personality Disorder: Emotional regulation and neuroimaging,2020
689,Cecilia Martinez,Neural Circuits and Systems Neuroscience,Impulsive responses of adolescent rats in a rewarded task,2020
690,Gustavo Murer,Neural Circuits and Systems Neuroscience,Impulsive responses of adolescent rats in a rewarded task,2020
691,Mariano Belluscio,Neural Circuits and Systems Neuroscience,Impulsive responses of adolescent rats in a rewarded task,2020
692,Aranza Wille-Bille,Neural Circuits and Systems Neuroscience,Chronic and passive alcohol administration induces ΔFosB expression in mesocorticolimbic brain areas in adolescent and adult rats.,2020
693,Andrea Godino,Neural Circuits and Systems Neuroscience,Chronic and passive alcohol administration induces ΔFosB expression in mesocorticolimbic brain areas in adolescent and adult rats.,2020
694,Ricardo Pautassi,Neural Circuits and Systems Neuroscience,Chronic and passive alcohol administration induces ΔFosB expression in mesocorticolimbic brain areas in adolescent and adult rats.,2020
695,Santiago Collavini,Neural Circuits and Systems Neuroscience,Analysis of Effective Connectivity in micro networks of Single and Multi-Unit Activity and Local Field Potential in Human Mesial Temporal Lobe Epilepsy,2020
696,Ulises Romero,Neural Circuits and Systems Neuroscience,Analysis of Effective Connectivity in micro networks of Single and Multi-Unit Activity and Local Field Potential in Human Mesial Temporal Lobe Epilepsy,2020
697,Carlos H. Muravchik,Neural Circuits and Systems Neuroscience,Analysis of Effective Connectivity in micro networks of Single and Multi-Unit Activity and Local Field Potential in Human Mesial Temporal Lobe Epilepsy,2020
698,Silvia Kochen,Neural Circuits and Systems Neuroscience,Analysis of Effective Connectivity in micro networks of Single and Multi-Unit Activity and Local Field Potential in Human Mesial Temporal Lobe Epilepsy,2020
699,Olivia Pedroncini,Neural Circuits and Systems Neuroscience,Studying the role of the Lateral Entorhinal Cortex in the modulation of the piriform cortex neuronal activity,2020
700,Noel Federman,Neural Circuits and Systems Neuroscience,Studying the role of the Lateral Entorhinal Cortex in the modulation of the piriform cortex neuronal activity,2020
701,Antonia Marin Burgin,Neural Circuits and Systems Neuroscience,Studying the role of the Lateral Entorhinal Cortex in the modulation of the piriform cortex neuronal activity,2020
702,Martina Radice,Neural Circuits and Systems Neuroscience,Motor networks and the simultaneous coordination of multiple targets,2020
703,Graciela Kearney,Neural Circuits and Systems Neuroscience,Motor networks and the simultaneous coordination of multiple targets,2020
704,Lidia Szczupak,Neural Circuits and Systems Neuroscience,Motor networks and the simultaneous coordination of multiple targets,2020
705,Lautaro Duarte,Neural Circuits and Systems Neuroscience,Local inhibitory interactions shape early olfactory representation in Drosophila melanogaster,2020
706,Fernando Locatelli,Neural Circuits and Systems Neuroscience,Local inhibitory interactions shape early olfactory representation in Drosophila melanogaster,2020
707,Nicolás Pírez,Neural Circuits and Systems Neuroscience,Local inhibitory interactions shape early olfactory representation in Drosophila melanogaster,2020
708,Sofia Stupniki,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
709,Tsogbadrakh Bayasgalan,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
710,Adrienn Kovács,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
711,Andrea Csemer,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
712,Peter Szentesi,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
713,Krisztina Pocsai,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
714,Leonardo Dionisio,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
715,Guillermo Spitzmaul,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
716,Bálazs Pal,Neural Circuits and Systems Neuroscience,KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,2020
717,Marina Luz Ingravidi,Neural Circuits and Systems Neuroscience,Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,2020
718,Azul Silva,Neural Circuits and Systems Neuroscience,Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,2020
719,Franco Chiesa Docampo,Neural Circuits and Systems Neuroscience,Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,2020
720,Mariano Belluscio,Neural Circuits and Systems Neuroscience,Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,2020
721,Joaquín Piriz,Neural Circuits and Systems Neuroscience,Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,2020
722,Verónica de la Fuente,Neural Circuits and Systems Neuroscience,Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,2020
723,Julio Castillo,Neural Circuits and Systems Neuroscience,Assessing connectivity in the adult zebrafish pallium,2020
724,Lucas Mongiat,Neural Circuits and Systems Neuroscience,Assessing connectivity in the adult zebrafish pallium,2020
725,Diego M. Topsakalian,"Neural excitability, synaptic transmission and neuron-glia interactions",An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,2020
726,Luis E. Acosta,"Neural excitability, synaptic transmission and neuron-glia interactions",An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,2020
727,Ana P. Piantanida,"Neural excitability, synaptic transmission and neuron-glia interactions",An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,2020
728,Jesica N. Unger,"Neural excitability, synaptic transmission and neuron-glia interactions",An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,2020
729,Juan E. Belforte,"Neural excitability, synaptic transmission and neuron-glia interactions",An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,2020
730,Lorena Rela,"Neural excitability, synaptic transmission and neuron-glia interactions",An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,2020
731,María Jesús Trujillo,"Neural excitability, synaptic transmission and neuron-glia interactions",Synaptic and cellular plasticity of cortico-striatal neurons of the Anterior Cingulate Cortex associated to neurophatic pain.,2020
732,Constanza Ilarraz,"Neural excitability, synaptic transmission and neuron-glia interactions",Synaptic and cellular plasticity of cortico-striatal neurons of the Anterior Cingulate Cortex associated to neurophatic pain.,2020
733,Fernando Kasanetz,"Neural excitability, synaptic transmission and neuron-glia interactions",Synaptic and cellular plasticity of cortico-striatal neurons of the Anterior Cingulate Cortex associated to neurophatic pain.,2020
734,Eugenia Falomir-Lockhart,"Neural excitability, synaptic transmission and neuron-glia interactions",IGF1 gene therapy promotes synaptic remodeling by microglia,2020
735,Franco Juan Cruz Dolcetti,"Neural excitability, synaptic transmission and neuron-glia interactions",IGF1 gene therapy promotes synaptic remodeling by microglia,2020
736,Macarena Lorena Herrera,"Neural excitability, synaptic transmission and neuron-glia interactions",IGF1 gene therapy promotes synaptic remodeling by microglia,2020
737,Jeronimo Pennini,"Neural excitability, synaptic transmission and neuron-glia interactions",IGF1 gene therapy promotes synaptic remodeling by microglia,2020
738,Ángeles Arévalo-Arévalo,"Neural excitability, synaptic transmission and neuron-glia interactions",IGF1 gene therapy promotes synaptic remodeling by microglia,2020
739,Bjorn Spittau,"Neural excitability, synaptic transmission and neuron-glia interactions",IGF1 gene therapy promotes synaptic remodeling by microglia,2020
740,Claudia Hereñu,"Neural excitability, synaptic transmission and neuron-glia interactions",IGF1 gene therapy promotes synaptic remodeling by microglia,2020
741,María José Bellini,"Neural excitability, synaptic transmission and neuron-glia interactions",IGF1 gene therapy promotes synaptic remodeling by microglia,2020
742,Samuel Alfonso-Bueno,"Neural excitability, synaptic transmission and neuron-glia interactions",Dynamics of vesicular fusion in chromaffin cells – an amperometric view,2020
743,Luciana I. Gallo,"Neural excitability, synaptic transmission and neuron-glia interactions",Dynamics of vesicular fusion in chromaffin cells – an amperometric view,2020
744,Fernando D. Marengo,"Neural excitability, synaptic transmission and neuron-glia interactions",Dynamics of vesicular fusion in chromaffin cells – an amperometric view,2020
