,autor,tema,poster
890, Jan Born2,"Cognition, Behavior, and Memory ",P177.-Does a short nap reinforce reactivated memories in humans? 
891, Susanne Diekelmann*2,"Cognition, Behavior, and Memory ",P177.-Does a short nap reinforce reactivated memories in humans? 
892, Cecilia Forcato*1 ,"Cognition, Behavior, and Memory ",P177.-Does a short nap reinforce reactivated memories in humans? 
893, ,"Cognition, Behavior, and Memory ",P178.-Familiar face recognition in the primate brain 
894," 
Rilda León Martínez1","Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
895,2,"Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
896, Cristian Morales2,"Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
897, Catalina de la Fuente Millan1,"Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
898, Nelson Espinosa2,"Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
899," Vicente 
Tiznado2","Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
900, Constanza Moran2,"Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
901, Alejandra Álvarez1,"Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
902, Pablo Fuentealba2 ,"Cognition, Behavior, and Memory "," 
P179.-The lack of c-Abl improve behavioral performance in an animal model of 
Alzheimer's disease "
903," 
Sabrina Laura López1","Cognition, Behavior, and Memory ",P180.-Novel spatiotemporal perturbations in a finger-tapping task 
904,2,"Cognition, Behavior, and Memory ",P180.-Novel spatiotemporal perturbations in a finger-tapping task 
905, Rodrigo Laje1,"Cognition, Behavior, and Memory ",P180.-Novel spatiotemporal perturbations in a finger-tapping task 
906,2 ,"Cognition, Behavior, and Memory ",P180.-Novel spatiotemporal perturbations in a finger-tapping task 
907," 
Santiago Abel Merlo1","Cognition, Behavior, and Memory ","P181.- “Limbo” state of memory: identification and characterisation of a new 
retrieval-dependent memory process in the crab Neohelice granulata "
908, María Jimena Santos1,"Cognition, Behavior, and Memory ","P181.- “Limbo” state of memory: identification and characterisation of a new 
retrieval-dependent memory process in the crab Neohelice granulata "
909, Emiliano Merlo2,"Cognition, Behavior, and Memory ","P181.- “Limbo” state of memory: identification and characterisation of a new 
retrieval-dependent memory process in the crab Neohelice granulata "
910,3,"Cognition, Behavior, and Memory ","P181.- “Limbo” state of memory: identification and characterisation of a new 
retrieval-dependent memory process in the crab Neohelice granulata "
911, María Eugenia Pedreira1 ,"Cognition, Behavior, and Memory ","P181.- “Limbo” state of memory: identification and characterisation of a new 
retrieval-dependent memory process in the crab Neohelice granulata "
912,Presenting author: Julieta Millan,"Cognition, Behavior, and Memory ","P182.-Cholinergic-prediction error signaling in aversive learning: towards a 
better understanding of prediction error on memory reconsolidation processes 
 
Julieta Millan1, María del Carmen Krawczyk1, Mariano G Blake2, Mariano M Boccia1 
 
1 Laboratorio de Neurofarmacología de Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia 
y Bioquímica – UBA, 2 Facultad de Medicina - UBA, CONICET. Paraguay, Instituto de Fisiología y Biofísica 
Bernardo Houssay  "
913," julimillan6@hotmail.com 
_________________________________________________________________________________________ ","Cognition, Behavior, and Memory ","P182.-Cholinergic-prediction error signaling in aversive learning: towards a 
better understanding of prediction error on memory reconsolidation processes 
 
Julieta Millan1, María del Carmen Krawczyk1, Mariano G Blake2, Mariano M Boccia1 
 
1 Laboratorio de Neurofarmacología de Procesos de Memoria, Cátedra de Farmacología, Facultad de Farmacia 
y Bioquímica – UBA, 2 Facultad de Medicina - UBA, CONICET. Paraguay, Instituto de Fisiología y Biofísica 
Bernardo Houssay  "
914," 
Magdalena Miranda","Cognition, Behavior, and Memory ","P183.-The interplay between behavioral pattern completion and pattern 
separation for retrieval in a cue-degraded context "
915, Facundo Morici,"Cognition, Behavior, and Memory ","P183.-The interplay between behavioral pattern completion and pattern 
separation for retrieval in a cue-degraded context "
916, Dinka Piromalli Girado,"Cognition, Behavior, and Memory ","P183.-The interplay between behavioral pattern completion and pattern 
separation for retrieval in a cue-degraded context "
917, Francisco Gallo,"Cognition, Behavior, and Memory ","P183.-The interplay between behavioral pattern completion and pattern 
separation for retrieval in a cue-degraded context "
918, Weisstaub Noelia,"Cognition, Behavior, and Memory ","P183.-The interplay between behavioral pattern completion and pattern 
separation for retrieval in a cue-degraded context "
919," Pedro 
Bekinschtein ","Cognition, Behavior, and Memory ","P183.-The interplay between behavioral pattern completion and pattern 
separation for retrieval in a cue-degraded context "
920," 
Sonia Jazmín Molina1","Cognition, Behavior, and Memory ","P184.-Enriched environment as an effective strategy to reverse hippocampal-
related behavioral and molecular changes after an early chronic noise 
exposure "
921, Monserrat Rodríguez González3,"Cognition, Behavior, and Memory ","P184.-Enriched environment as an effective strategy to reverse hippocampal-
related behavioral and molecular changes after an early chronic noise 
exposure "
922, Gustavo Ezequiel Buján3,"Cognition, Behavior, and Memory ","P184.-Enriched environment as an effective strategy to reverse hippocampal-
related behavioral and molecular changes after an early chronic noise 
exposure "
923, Francisco Capani2,"Cognition, Behavior, and Memory ","P184.-Enriched environment as an effective strategy to reverse hippocampal-
related behavioral and molecular changes after an early chronic noise 
exposure "
924," 
Laura Ruth Guelman1 ","Cognition, Behavior, and Memory ","P184.-Enriched environment as an effective strategy to reverse hippocampal-
related behavioral and molecular changes after an early chronic noise 
exposure "
925," 
Camila Fullio","Cognition, Behavior, and Memory ","P185.-Novelty improves or impairs LTM acting on the behavioral tagging 
process during reconsolidation "
926, Matías Nicolás Schroeder,"Cognition, Behavior, and Memory ","P185.-Novelty improves or impairs LTM acting on the behavioral tagging 
process during reconsolidation "
927, Martin Grinspun,"Cognition, Behavior, and Memory ","P185.-Novelty improves or impairs LTM acting on the behavioral tagging 
process during reconsolidation "
928, Diego Moncada ,"Cognition, Behavior, and Memory ","P185.-Novelty improves or impairs LTM acting on the behavioral tagging 
process during reconsolidation "
929," 
Cristian Morales1","Cognition, Behavior, and Memory ","P186.-Somatostatin containing interneurons of dentate gyrus participate in 
discrimination of similar contexts pattern separation mechanism "
930, Juan Facundo Morici2,"Cognition, Behavior, and Memory ","P186.-Somatostatin containing interneurons of dentate gyrus participate in 
discrimination of similar contexts pattern separation mechanism "
931, Nelson Espinosa1,"Cognition, Behavior, and Memory ","P186.-Somatostatin containing interneurons of dentate gyrus participate in 
discrimination of similar contexts pattern separation mechanism "
932, Ariel Lara-Vázquez1,"Cognition, Behavior, and Memory ","P186.-Somatostatin containing interneurons of dentate gyrus participate in 
discrimination of similar contexts pattern separation mechanism "
933, Alexandra García1,"Cognition, Behavior, and Memory ","P186.-Somatostatin containing interneurons of dentate gyrus participate in 
discrimination of similar contexts pattern separation mechanism "
934," 
Constanza Moran1","Cognition, Behavior, and Memory ","P186.-Somatostatin containing interneurons of dentate gyrus participate in 
discrimination of similar contexts pattern separation mechanism "
935, Rilda Leon1,"Cognition, Behavior, and Memory ","P186.-Somatostatin containing interneurons of dentate gyrus participate in 
discrimination of similar contexts pattern separation mechanism "
936, Pablo Fuentealba1 ,"Cognition, Behavior, and Memory ","P186.-Somatostatin containing interneurons of dentate gyrus participate in 
discrimination of similar contexts pattern separation mechanism "
937," 
Juan Facundo Morici","Cognition, Behavior, and Memory ","P187.-Prefrontal cortex serotonin type 2a receptor activity mediates 
retroactive interference during consolidation phase "
938, Francisco Tomás Gallo,"Cognition, Behavior, and Memory ","P187.-Prefrontal cortex serotonin type 2a receptor activity mediates 
retroactive interference during consolidation phase "
939, Miranda Magdalena,"Cognition, Behavior, and Memory ","P187.-Prefrontal cortex serotonin type 2a receptor activity mediates 
retroactive interference during consolidation phase "
940, Guido Cicuttin,"Cognition, Behavior, and Memory ","P187.-Prefrontal cortex serotonin type 2a receptor activity mediates 
retroactive interference during consolidation phase "
941, Pedro Bekinschtein,"Cognition, Behavior, and Memory ","P187.-Prefrontal cortex serotonin type 2a receptor activity mediates 
retroactive interference during consolidation phase "
942," 
Noelia Weisstaub ","Cognition, Behavior, and Memory ","P187.-Prefrontal cortex serotonin type 2a receptor activity mediates 
retroactive interference during consolidation phase "
943," 
Malen Daiana Moyano1","Cognition, Behavior, and Memory ",P188.-The role of NREM sleep in Memory Reconsolidation 
944, Camila Jorge1,"Cognition, Behavior, and Memory ",P188.-The role of NREM sleep in Memory Reconsolidation 
945, Maria Eugenia Pedreira2,"Cognition, Behavior, and Memory ",P188.-The role of NREM sleep in Memory Reconsolidation 
946, Jan Born3,"Cognition, Behavior, and Memory ",P188.-The role of NREM sleep in Memory Reconsolidation 
947, Sussanne Diekelmann3,"Cognition, Behavior, and Memory ",P188.-The role of NREM sleep in Memory Reconsolidation 
948," 
Cecilia Forcato1 ","Cognition, Behavior, and Memory ",P188.-The role of NREM sleep in Memory Reconsolidation 
949," 
Matias Mugnaini","Cognition, Behavior, and Memory ","P189.-Mossy fiber plasticity of adult born dentate granule cells take weeks to 
mature in vivo "
950, Emilio Kropff,"Cognition, Behavior, and Memory ","P189.-Mossy fiber plasticity of adult born dentate granule cells take weeks to 
mature in vivo "
951, Alejandro Schinder,"Cognition, Behavior, and Memory ","P189.-Mossy fiber plasticity of adult born dentate granule cells take weeks to 
mature in vivo "
952, Verónica C. Piatti ,"Cognition, Behavior, and Memory ","P189.-Mossy fiber plasticity of adult born dentate granule cells take weeks to 
mature in vivo "
953,M. Belén Pardi,"Cognition, Behavior, and Memory ","P190.-Thalamo-cortical information transfer during memory expression 
 "
954, Johanna Vogenstahl,"Cognition, Behavior, and Memory ","P190.-Thalamo-cortical information transfer during memory expression 
 "
955, Tamas Dalmay,"Cognition, Behavior, and Memory ","P190.-Thalamo-cortical information transfer during memory expression 
 "
956, Johannes J. Letzkus ,"Cognition, Behavior, and Memory ","P190.-Thalamo-cortical information transfer during memory expression 
 "
957," 
Lucila Pasquetta1","Cognition, Behavior, and Memory ","P191.-THE IMPACT OF EARLY LIFE FAMILY STRUCTURE ON PARENTAL CARE 
BEHAVIOR AND OFFSPRING ANXIETY RESPONSE IN C57BL/6 MICE "
958, Eliana Ferreyra1,"Cognition, Behavior, and Memory ","P191.-THE IMPACT OF EARLY LIFE FAMILY STRUCTURE ON PARENTAL CARE 
BEHAVIOR AND OFFSPRING ANXIETY RESPONSE IN C57BL/6 MICE "
959, Abraham Ramirez1,"Cognition, Behavior, and Memory ","P191.-THE IMPACT OF EARLY LIFE FAMILY STRUCTURE ON PARENTAL CARE 
BEHAVIOR AND OFFSPRING ANXIETY RESPONSE IN C57BL/6 MICE "
960, Roberto Sebastián Miranda Morales1,"Cognition, Behavior, and Memory ","P191.-THE IMPACT OF EARLY LIFE FAMILY STRUCTURE ON PARENTAL CARE 
BEHAVIOR AND OFFSPRING ANXIETY RESPONSE IN C57BL/6 MICE "
961,2 ,"Cognition, Behavior, and Memory ","P191.-THE IMPACT OF EARLY LIFE FAMILY STRUCTURE ON PARENTAL CARE 
BEHAVIOR AND OFFSPRING ANXIETY RESPONSE IN C57BL/6 MICE "
962," 
Verónica Pastor1","Cognition, Behavior, and Memory ","P192.-Inhibition of alpha 7 nicotinic receptors in the prefrontal cortex impairs 
cocaine-induced conditioned place preference "
963,2,"Cognition, Behavior, and Memory ","P192.-Inhibition of alpha 7 nicotinic receptors in the prefrontal cortex impairs 
cocaine-induced conditioned place preference "
964, Fernando Castillo Díaz1,"Cognition, Behavior, and Memory ","P192.-Inhibition of alpha 7 nicotinic receptors in the prefrontal cortex impairs 
cocaine-induced conditioned place preference "
965, Valeria Sanabria1,"Cognition, Behavior, and Memory ","P192.-Inhibition of alpha 7 nicotinic receptors in the prefrontal cortex impairs 
cocaine-induced conditioned place preference "
966, María Eugenia Pallarés1,"Cognition, Behavior, and Memory ","P192.-Inhibition of alpha 7 nicotinic receptors in the prefrontal cortex impairs 
cocaine-induced conditioned place preference "
967," Jorge Horacio 
Medina1","Cognition, Behavior, and Memory ","P192.-Inhibition of alpha 7 nicotinic receptors in the prefrontal cortex impairs 
cocaine-induced conditioned place preference "
968, Marta Cristina Antonelli1 ,"Cognition, Behavior, and Memory ","P192.-Inhibition of alpha 7 nicotinic receptors in the prefrontal cortex impairs 
cocaine-induced conditioned place preference "
969," 
Magdalena Pereyra","Cognition, Behavior, and Memory ","P193.- Memory retrieval at the crossroads of mTORC1 pathway and AMPA 
receptors "
970, Ana Belén de Landeta,"Cognition, Behavior, and Memory ","P193.- Memory retrieval at the crossroads of mTORC1 pathway and AMPA 
receptors "
971, Juliana Fátima Dalto,"Cognition, Behavior, and Memory ","P193.- Memory retrieval at the crossroads of mTORC1 pathway and AMPA 
receptors "
972, Cynthia Katche,"Cognition, Behavior, and Memory ","P193.- Memory retrieval at the crossroads of mTORC1 pathway and AMPA 
receptors "
973, Jorge Medina  ,"Cognition, Behavior, and Memory ","P193.- Memory retrieval at the crossroads of mTORC1 pathway and AMPA 
receptors "
974," 
Soledad Picco","Cognition, Behavior, and Memory "," 
P194.-Memory reconsolidation interference of an implicit aversive memory in 
humans "
975, Rodrigo S. Fernandez,"Cognition, Behavior, and Memory "," 
P194.-Memory reconsolidation interference of an implicit aversive memory in 
humans "
976, Maria E. Pedreira ,"Cognition, Behavior, and Memory "," 
P194.-Memory reconsolidation interference of an implicit aversive memory in 
humans "
977," 
Marcelo Eduardo Piñeyro1","Cognition, Behavior, and Memory ","P195.-Positive Emotional Induction Interferes with the Reconsolidation of 
Negative Sad Autobiographical Memories, in women only. "
978, Roque Ignacio Ferrer1,"Cognition, Behavior, and Memory ","P195.-Positive Emotional Induction Interferes with the Reconsolidation of 
Negative Sad Autobiographical Memories, in women only. "
979, Adrian Marcelo Bueno1,"Cognition, Behavior, and Memory ","P195.-Positive Emotional Induction Interferes with the Reconsolidation of 
Negative Sad Autobiographical Memories, in women only. "
