,autor,tema,poster
833,Marcelo Eduardo Piñeyro1,"Cognition, Behavior, and Memory ","P160.-Successive retrievals drives a ""sad"" autobiographical 
memory resistant to the interfering effect of a positive 
inductor, possibly mediated by a reconsolidation process "
834, María Victoria Ontivero1,"Cognition, Behavior, and Memory ","P160.-Successive retrievals drives a ""sad"" autobiographical 
memory resistant to the interfering effect of a positive 
inductor, possibly mediated by a reconsolidation process "
835, María Belén Skaf3,"Cognition, Behavior, and Memory ","P160.-Successive retrievals drives a ""sad"" autobiographical 
memory resistant to the interfering effect of a positive 
inductor, possibly mediated by a reconsolidation process "
836," Adrián 
Marcelo Bueno1","Cognition, Behavior, and Memory ","P160.-Successive retrievals drives a ""sad"" autobiographical 
memory resistant to the interfering effect of a positive 
inductor, possibly mediated by a reconsolidation process "
837, Victor Molina2,"Cognition, Behavior, and Memory ","P160.-Successive retrievals drives a ""sad"" autobiographical 
memory resistant to the interfering effect of a positive 
inductor, possibly mediated by a reconsolidation process "
838, Silvia Bustos2 ,"Cognition, Behavior, and Memory ","P160.-Successive retrievals drives a ""sad"" autobiographical 
memory resistant to the interfering effect of a positive 
inductor, possibly mediated by a reconsolidation process "
839,Marcelo Eduardo Piñeyro1,"Cognition, Behavior, and Memory ","P161.-The worst and the best memories. Interaction between 
oposit valence' autobiographical memories. "
840, María Belén Skaf3,"Cognition, Behavior, and Memory ","P161.-The worst and the best memories. Interaction between 
oposit valence' autobiographical memories. "
841, María Victoria Ontiveros1,"Cognition, Behavior, and Memory ","P161.-The worst and the best memories. Interaction between 
oposit valence' autobiographical memories. "
842," Adrián 
Marcelo Bueno1","Cognition, Behavior, and Memory ","P161.-The worst and the best memories. Interaction between 
oposit valence' autobiographical memories. "
843, Victor Molina2,"Cognition, Behavior, and Memory ","P161.-The worst and the best memories. Interaction between 
oposit valence' autobiographical memories. "
844, Silvia Buestos2 ,"Cognition, Behavior, and Memory ","P161.-The worst and the best memories. Interaction between 
oposit valence' autobiographical memories. "
845,Carlos A. Pretell Annan1,"Cognition, Behavior, and Memory ","P162.-Behavioral alterations in an NMDA receptor knockout 
mouse model of schizophrenia mainly emerge after 
adolescence "
846, Diego E. Pafundo1,"Cognition, Behavior, and Memory ","P162.-Behavioral alterations in an NMDA receptor knockout 
mouse model of schizophrenia mainly emerge after 
adolescence "
847, Juan E. Belforte1 ,"Cognition, Behavior, and Memory ","P162.-Behavioral alterations in an NMDA receptor knockout 
mouse model of schizophrenia mainly emerge after 
adolescence "
848,Maria Alejandra Prost1,"Cognition, Behavior, and Memory "," 
P163.-Modulation of theta band power in dorsomedial striatum 
signals reward in a virtual reality exploration task "
849, Gustavo Murer1,"Cognition, Behavior, and Memory "," 
P163.-Modulation of theta band power in dorsomedial striatum 
signals reward in a virtual reality exploration task "
850, Camila Zold1 ,"Cognition, Behavior, and Memory "," 
P163.-Modulation of theta band power in dorsomedial striatum 
signals reward in a virtual reality exploration task "
851,Verónica Adriana Ramírez1,"Cognition, Behavior, and Memory ","164.-ANALYSIS OF HEART RATE TRAJECTORIES IN THE 
STUDY OF THE EMOTIONAL PROCESSING OF CHILDREN "
852, Sebastián Lipina2,"Cognition, Behavior, and Memory ","164.-ANALYSIS OF HEART RATE TRAJECTORIES IN THE 
STUDY OF THE EMOTIONAL PROCESSING OF CHILDREN "
853, Eliana Ruetti1 ,"Cognition, Behavior, and Memory ","164.-ANALYSIS OF HEART RATE TRAJECTORIES IN THE 
STUDY OF THE EMOTIONAL PROCESSING OF CHILDREN "
854,Daniela Ramirez Butavand1,"Cognition, Behavior, and Memory ","P165.-Effects of acute and chronic physical activity on Spatial 
Pattern Separation in humans "
855, Maria Florencia Rodriguez3,"Cognition, Behavior, and Memory ","P165.-Effects of acute and chronic physical activity on Spatial 
Pattern Separation in humans "
856," María Virginia 
Cifuentes3","Cognition, Behavior, and Memory ","P165.-Effects of acute and chronic physical activity on Spatial 
Pattern Separation in humans "
857, Marcos Lazo4,"Cognition, Behavior, and Memory ","P165.-Effects of acute and chronic physical activity on Spatial 
Pattern Separation in humans "
858, Cristian García Bauza4,"Cognition, Behavior, and Memory ","P165.-Effects of acute and chronic physical activity on Spatial 
Pattern Separation in humans "
859, Pedro Bekinschtein2,"Cognition, Behavior, and Memory ","P165.-Effects of acute and chronic physical activity on Spatial 
Pattern Separation in humans "
860," Fabricio 
Ballarini1 ","Cognition, Behavior, and Memory ","P165.-Effects of acute and chronic physical activity on Spatial 
Pattern Separation in humans "
861,María Sol Ramos1,"Cognition, Behavior, and Memory ","166.-Newborn and mature neurons contribution to memory 
engrams "
862, Lucía Rodriguez1,"Cognition, Behavior, and Memory ","166.-Newborn and mature neurons contribution to memory 
engrams "
863, Mora Ogando1,"Cognition, Behavior, and Memory ","166.-Newborn and mature neurons contribution to memory 
engrams "
864, Sebastian Alejo Romano1,"Cognition, Behavior, and Memory ","166.-Newborn and mature neurons contribution to memory 
engrams "
865," 
Antonia Marin Burgin1","Cognition, Behavior, and Memory ","166.-Newborn and mature neurons contribution to memory 
engrams "
866, Noel Federman1 ,"Cognition, Behavior, and Memory ","166.-Newborn and mature neurons contribution to memory 
engrams "
867,Alejandro Ramos Usaj1,"Cognition, Behavior, and Memory ",P167.-Social decision-making in chronic ecstasy users 
868, Lucas Sedeño1,"Cognition, Behavior, and Memory ",P167.-Social decision-making in chronic ecstasy users 
869, Ibañez Agustin1,"Cognition, Behavior, and Memory ",P167.-Social decision-making in chronic ecstasy users 
870, Garcia M. Adolfo1,"Cognition, Behavior, and Memory ",P167.-Social decision-making in chronic ecstasy users 
871," 
Pautassi Ricardo2 ","Cognition, Behavior, and Memory ",P167.-Social decision-making in chronic ecstasy users 
872,Sebastián Rivas1,"Cognition, Behavior, and Memory ","P168.-Mice hippocampal synaptic composition and non-
histone protein acetylation "
873, Laura Esquivel1,"Cognition, Behavior, and Memory ","P168.-Mice hippocampal synaptic composition and non-
histone protein acetylation "
874, Angeles Salles1,"Cognition, Behavior, and Memory ","P168.-Mice hippocampal synaptic composition and non-
histone protein acetylation "
875, Julia Busso1,"Cognition, Behavior, and Memory ","P168.-Mice hippocampal synaptic composition and non-
histone protein acetylation "
876," María 
Krawczyk2","Cognition, Behavior, and Memory ","P168.-Mice hippocampal synaptic composition and non-
histone protein acetylation "
877, Verónica Baez3,"Cognition, Behavior, and Memory ","P168.-Mice hippocampal synaptic composition and non-
histone protein acetylation "
878, Mariano Boccia2,"Cognition, Behavior, and Memory ","P168.-Mice hippocampal synaptic composition and non-
histone protein acetylation "
879, Ramiro Freudenthal1 ,"Cognition, Behavior, and Memory ","P168.-Mice hippocampal synaptic composition and non-
histone protein acetylation "
880,Fernanda Ruth Román1,"Cognition, Behavior, and Memory ","P169.-Active avoidance learning increase proliferation of 
neuronal progenitors in the Dorso-medial pallium of adult 
zebrafish "
881, Luciano Marpegan1,"Cognition, Behavior, and Memory ","P169.-Active avoidance learning increase proliferation of 
neuronal progenitors in the Dorso-medial pallium of adult 
zebrafish "
882, Maria Soledad Ausas1,"Cognition, Behavior, and Memory ","P169.-Active avoidance learning increase proliferation of 
neuronal progenitors in the Dorso-medial pallium of adult 
zebrafish "
883," Lucas 
Alberto Mongiat1 ","Cognition, Behavior, and Memory ","P169.-Active avoidance learning increase proliferation of 
neuronal progenitors in the Dorso-medial pallium of adult 
zebrafish "
884,Anahí Rosso1,"Cognition, Behavior, and Memory ","P170.-Extinction learning efficiency in Neohelice granulata 
depends on the proximity to the original memory acquisition. 
An explanation correlated to the NMDA receptor surface 
expression dynamics "
885, Ramiro Freudenthal1 ,"Cognition, Behavior, and Memory ","P170.-Extinction learning efficiency in Neohelice granulata 
depends on the proximity to the original memory acquisition. 
An explanation correlated to the NMDA receptor surface 
expression dynamics "
886,Agostina Sacson1,"Cognition, Behavior, and Memory ",P171.-Role of 5-HT2A Receptor in Social Cognition in Mice 
887, Juan Facundo Morici1,"Cognition, Behavior, and Memory ",P171.-Role of 5-HT2A Receptor in Social Cognition in Mice 
888, Pedro Bekinschtein1,"Cognition, Behavior, and Memory ",P171.-Role of 5-HT2A Receptor in Social Cognition in Mice 
889, Noelia Weisstaub1 ,"Cognition, Behavior, and Memory ",P171.-Role of 5-HT2A Receptor in Social Cognition in Mice 
890,Leticia Ileana Sarli1,"Cognition, Behavior, and Memory ","172.-Norms for emotional words in Spanish: Preliminary 
findings from an Argentinian adaptation of the Affective Norms 
for English Words "
891,2,"Cognition, Behavior, and Memory ","172.-Norms for emotional words in Spanish: Preliminary 
findings from an Argentinian adaptation of the Affective Norms 
for English Words "
892, Nadia Justel1,"Cognition, Behavior, and Memory ","172.-Norms for emotional words in Spanish: Preliminary 
findings from an Argentinian adaptation of the Affective Norms 
for English Words "
893,2 ,"Cognition, Behavior, and Memory ","172.-Norms for emotional words in Spanish: Preliminary 
findings from an Argentinian adaptation of the Affective Norms 
for English Words "
894,Matías Nicolás Schroeder1,"Cognition, Behavior, and Memory ","P173.-Dopaminergic and Noradrenergic systems control 
protein synthesis during the behavioral tagging process 
underlying memory reconsolidation. "
895, Camila Fullio1,"Cognition, Behavior, and Memory ","P173.-Dopaminergic and Noradrenergic systems control 
protein synthesis during the behavioral tagging process 
underlying memory reconsolidation. "
896, Martin Grispun1,"Cognition, Behavior, and Memory ","P173.-Dopaminergic and Noradrenergic systems control 
protein synthesis during the behavioral tagging process 
underlying memory reconsolidation. "
897, Diego Moncada1 ,"Cognition, Behavior, and Memory ","P173.-Dopaminergic and Noradrenergic systems control 
protein synthesis during the behavioral tagging process 
underlying memory reconsolidation. "
898,Araceli Seiffe1,"Cognition, Behavior, and Memory ","P174.-Effect of brain masculinization in a mouse model of 
autism "
899, Amaicha M,"Cognition, Behavior, and Memory ","P174.-Effect of brain masculinization in a mouse model of 
autism "
900, Depino1 ,"Cognition, Behavior, and Memory ","P174.-Effect of brain masculinization in a mouse model of 
autism "
901,Facundo López1,"Cognition, Behavior, and Memory ","P175.-Modulation of ultrasonic vocalizations by chemical 
stimuli to assess olfactory function in mouse pups "
902, Ana P Sieben Samek1,"Cognition, Behavior, and Memory ","P175.-Modulation of ultrasonic vocalizations by chemical 
stimuli to assess olfactory function in mouse pups "
903, Lucila Brocardo1,"Cognition, Behavior, and Memory ","P175.-Modulation of ultrasonic vocalizations by chemical 
stimuli to assess olfactory function in mouse pups "
904, Carlos A Pretell Annan1,"Cognition, Behavior, and Memory ","P175.-Modulation of ultrasonic vocalizations by chemical 
stimuli to assess olfactory function in mouse pups "
905," 
Juan E Belforte1","Cognition, Behavior, and Memory ","P175.-Modulation of ultrasonic vocalizations by chemical 
stimuli to assess olfactory function in mouse pups "
906, Lorena Rela1 ,"Cognition, Behavior, and Memory ","P175.-Modulation of ultrasonic vocalizations by chemical 
stimuli to assess olfactory function in mouse pups "
907,Azul Silva1,"Cognition, Behavior, and Memory ","P176.-Neural mechanism involved in contextual memory: role 
of CA3 and CA1 remapping "
908, Marcos A. Coletti1,"Cognition, Behavior, and Memory ","P176.-Neural mechanism involved in contextual memory: role 
of CA3 and CA1 remapping "
909, Pedro Bekinschtein2,"Cognition, Behavior, and Memory ","P176.-Neural mechanism involved in contextual memory: role 
of CA3 and CA1 remapping "
910, Mariano Belluscio1 ,"Cognition, Behavior, and Memory ","P176.-Neural mechanism involved in contextual memory: role 
of CA3 and CA1 remapping "
911,Caterina Sister1,"Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
912, Martin Habif1,"Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
913, Federico Filippin1,"Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
914, Natalia Colettis1,"Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
915, Daniela Salas1,"Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
916," 
Magali Cercato1","Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
917, A. Claudio Cuello2,"Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
918, Edgar Kornisiuk1,"Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
919, Diana Jerusalinsky1 ,"Cognition, Behavior, and Memory ","P177.-Long-term memory impairment is different in male and 
female transgenic McGill-R-Thy1-APP rats model of 
Alzheimer´s disease "
920,Natalia Soldi1,"Cognition, Behavior, and Memory "," 
P178.-When does the mammalian GPS use the dentate gyrus in 
everyday challenges of spatial navigation? "
921, Luciana Farella1,"Cognition, Behavior, and Memory "," 
P178.-When does the mammalian GPS use the dentate gyrus in 
everyday challenges of spatial navigation? "
922, Alejandro F. Schinder1,"Cognition, Behavior, and Memory "," 
P178.-When does the mammalian GPS use the dentate gyrus in 
everyday challenges of spatial navigation? "
923, Verónica C. Piatti1 ,"Cognition, Behavior, and Memory "," 
P178.-When does the mammalian GPS use the dentate gyrus in 
everyday challenges of spatial navigation? "
