,autor,afiliacion,titulo,tema,primer_autor
0,Aranza Wille-Bille," Instituto de Investigación Médica Mercedes y Martín Ferreyra (INIMEC-CONICET-UNC), Córdoba, Argentina",Chronic and passive alcohol administration induces ΔFosB expression in mesocorticolimbic brain areas in adolescent and adult rats.,Neural Circuits and Systems Neuroscience,
1,Andrea Godino," Instituto de Investigación Médica Mercedes y Martín Ferreyra (INIMEC-CONICET-UNC), Córdoba, Argentina",Chronic and passive alcohol administration induces ΔFosB expression in mesocorticolimbic brain areas in adolescent and adult rats.,Neural Circuits and Systems Neuroscience,
2,Ricardo Pautassi," Instituto de Investigación Médica Mercedes y Martín Ferreyra (INIMEC-CONICET-UNC), Córdoba, Argentina",Chronic and passive alcohol administration induces ΔFosB expression in mesocorticolimbic brain areas in adolescent and adult rats.,Neural Circuits and Systems Neuroscience,
0,Santiago Collavini," Neurosciences and Complex Systems Unit (EnyS), CONICET, Hosp. El Cruce “N. Kirchner”, National University A. Jauretche (UNAJ), Calchaqui ",Analysis of Effective Connectivity in micro networks of Single and Multi-Unit Activity and Local Field Potential in Human Mesial Temporal Lobe Epilepsy,Neural Circuits and Systems Neuroscience,
1,Ulises Romero," Neurosciences and Complex Systems Unit (EnyS), CONICET, Hosp. El Cruce “N. Kirchner”, National University A. Jauretche (UNAJ), Calchaqui ",Analysis of Effective Connectivity in micro networks of Single and Multi-Unit Activity and Local Field Potential in Human Mesial Temporal Lobe Epilepsy,Neural Circuits and Systems Neuroscience,
2,Carlos H. Muravchik," Research Institute of Electronics, Control and Signal Processing (LEICI), National University of La Plata-CONICET, Calle ",Analysis of Effective Connectivity in micro networks of Single and Multi-Unit Activity and Local Field Potential in Human Mesial Temporal Lobe Epilepsy,Neural Circuits and Systems Neuroscience,
3,Silvia Kochen," Neurosciences and Complex Systems Unit (EnyS), CONICET, Hosp. El Cruce “N. Kirchner”, National University A. Jauretche (UNAJ), Calchaqui ",Analysis of Effective Connectivity in micro networks of Single and Multi-Unit Activity and Local Field Potential in Human Mesial Temporal Lobe Epilepsy,Neural Circuits and Systems Neuroscience,
0,Olivia Pedroncini, IBioBA-CONICET-MPSP,Studying the role of the Lateral Entorhinal Cortex in the modulation of the piriform cortex neuronal activity,Neural Circuits and Systems Neuroscience,
1,Noel Federman, IBioBA-CONICET-MPSP,Studying the role of the Lateral Entorhinal Cortex in the modulation of the piriform cortex neuronal activity,Neural Circuits and Systems Neuroscience,
2,Antonia Marin Burgin, IBioBA-CONICET-MPSP,Studying the role of the Lateral Entorhinal Cortex in the modulation of the piriform cortex neuronal activity,Neural Circuits and Systems Neuroscience,
0,Martina Radice," Instituto de Fisiología, Biología Molecular y Neurociencias; UBA-CONICET, Argentina.",Motor networks and the simultaneous coordination of multiple targets,Neural Circuits and Systems Neuroscience,
1,Graciela Kearney," Instituto de Fisiología, Biología Molecular y Neurociencias; UBA-CONICET, Argentina.",Motor networks and the simultaneous coordination of multiple targets,Neural Circuits and Systems Neuroscience,
2,Lidia Szczupak," Instituto de Fisiología, Biología Molecular y Neurociencias; UBA-CONICET, Argentina.",Motor networks and the simultaneous coordination of multiple targets,Neural Circuits and Systems Neuroscience,
0,Lautaro Duarte," Instituto de Fisiología, Biología Molecular y Neurociencias; UBA-CONICET, Argentina.",Local inhibitory interactions shape early olfactory representation in Drosophila melanogaster,Neural Circuits and Systems Neuroscience,
1,Fernando Locatelli,"[' Departamento de Fisiología, Biología Molecular y Celular; Facultad de Ciencias Exactas y Naturales; Universidad de Buenos Aires, Argentina.', ' Instituto de Fisiología, Biología Molecular y Neurociencias; UBA-CONICET, Argentina.']",Local inhibitory interactions shape early olfactory representation in Drosophila melanogaster,Neural Circuits and Systems Neuroscience,
2,Nicolás Pírez,"[' Departamento de Fisiología, Biología Molecular y Celular; Facultad de Ciencias Exactas y Naturales; Universidad de Buenos Aires, Argentina.', ' Instituto de Fisiología, Biología Molecular y Neurociencias; UBA-CONICET, Argentina.']",Local inhibitory interactions shape early olfactory representation in Drosophila melanogaster,Neural Circuits and Systems Neuroscience,
0,Sofia Stupniki,"[' Laboratorio de Canales Iónicos, INIBIBB-CONICET. Bahía Blanca, Argentina', ' Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional del Sur. Bahía Blanca, Argentina.']",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
1,Tsogbadrakh Bayasgalan," Department of Physiology, Faculty of Medicine, University of Debrecen. Debrecen, Hungría",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
2,Adrienn Kovács," Department of Physiology, Faculty of Medicine, University of Debrecen. Debrecen, Hungría",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
3,Andrea Csemer," Department of Physiology, Faculty of Medicine, University of Debrecen. Debrecen, Hungría",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
4,Peter Szentesi," Department of Physiology, Faculty of Medicine, University of Debrecen. Debrecen, Hungría",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
5,Krisztina Pocsai," Department of Physiology, Faculty of Medicine, University of Debrecen. Debrecen, Hungría",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
6,Leonardo Dionisio,"[' Laboratorio de Canales Iónicos, INIBIBB-CONICET. Bahía Blanca, Argentina', ' Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional del Sur. Bahía Blanca, Argentina.']",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
7,Guillermo Spitzmaul,"[' Laboratorio de Canales Iónicos, INIBIBB-CONICET. Bahía Blanca, Argentina', ' Departamento de Biología, Bioquímica y Farmacia, Universidad Nacional del Sur. Bahía Blanca, Argentina.']",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
8,Bálazs Pal," Department of Physiology, Faculty of Medicine, University of Debrecen. Debrecen, Hungría",KCNQ4 in the reticular activating system (RAS): contribution to the circadian rhythm modulation.,Neural Circuits and Systems Neuroscience,
0,Marina Luz Ingravidi," Instituto de Fisiología y Biofísica “Bernardo Houssay” (IFIBIO-UBA-CONICET). Grupo de Neurociencia de Sistemas. Facultad de Medicina, Buenos Aires, Argentina",Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,Neural Circuits and Systems Neuroscience,
1,Azul Silva," Instituto de Fisiología y Biofísica “Bernardo Houssay” (IFIBIO-UBA-CONICET). Grupo de Neurociencia de Sistemas. Facultad de Medicina, Buenos Aires, Argentina",Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,Neural Circuits and Systems Neuroscience,
2,Franco Chiesa Docampo,"[' Instituto de Fisiología y Biofísica “Bernardo Houssay” (IFIBIO-UBA-CONICET). Grupo de Neurociencia de Sistemas. Facultad de Medicina, Buenos Aires, Argentina', ' Instituto Tecnológico de Buenos Aires. Buenos Aires, Argentina.']",Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,Neural Circuits and Systems Neuroscience,
3,Mariano Belluscio," Instituto de Fisiología y Biofísica “Bernardo Houssay” (IFIBIO-UBA-CONICET). Grupo de Neurociencia de Sistemas. Facultad de Medicina, Buenos Aires, Argentina",Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,Neural Circuits and Systems Neuroscience,
4,Joaquín Piriz,"[' Instituto de Fisiología y Biofísica “Bernardo Houssay” (IFIBIO-UBA-CONICET). Grupo de Neurociencia de Sistemas. Facultad de Medicina, Buenos Aires, Argentina', ' Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE-UBA-CONICET) Buenos Aires, Argentina.']",Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,Neural Circuits and Systems Neuroscience,
5,Verónica de la Fuente,"[' Instituto de Fisiología y Biofísica “Bernardo Houssay” (IFIBIO-UBA-CONICET). Grupo de Neurociencia de Sistemas. Facultad de Medicina, Buenos Aires, Argentina', ' Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE-UBA-CONICET) Buenos Aires, Argentina.']",Is the modulation of lateral habenula neuronal activity relevant for spatial processing not involving emotional cues? A preliminary study,Neural Circuits and Systems Neuroscience,
0,Julio Castillo, Balseiro Institute,Assessing connectivity in the adult zebrafish pallium,Neural Circuits and Systems Neuroscience,
1,Lucas Mongiat," Medical Physics Department, Centro Atómico Bariloche",Assessing connectivity in the adult zebrafish pallium,Neural Circuits and Systems Neuroscience,
0,Diego M. Topsakalian, IFIBIO Houssay (CONICET- UBA),An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,"Neural excitability, synaptic transmission and neuron-glia interactions",
1,Luis E. Acosta, IFIBIO Houssay (CONICET- UBA),An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,"Neural excitability, synaptic transmission and neuron-glia interactions",
2,Ana P. Piantanida, IFIBIO Houssay (CONICET- UBA),An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,"Neural excitability, synaptic transmission and neuron-glia interactions",
3,Jesica N. Unger, IFIBIO Houssay (CONICET- UBA),An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,"Neural excitability, synaptic transmission and neuron-glia interactions",
4,Juan E. Belforte, IFIBIO Houssay (CONICET- UBA),An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,"Neural excitability, synaptic transmission and neuron-glia interactions",
5,Lorena Rela, IFIBIO Houssay (CONICET- UBA),An approach to address the effects of microglia depletion on degeneration and regeneration after olfactory nerve damage,"Neural excitability, synaptic transmission and neuron-glia interactions",
0,María Jesús Trujillo," Grupo de Neurociencias de Sistemas, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.",Synaptic and cellular plasticity of cortico-striatal neurons of the Anterior Cingulate Cortex associated to neurophatic pain.,"Neural excitability, synaptic transmission and neuron-glia interactions",
1,Constanza Ilarraz," Grupo de Neurociencias de Sistemas, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.",Synaptic and cellular plasticity of cortico-striatal neurons of the Anterior Cingulate Cortex associated to neurophatic pain.,"Neural excitability, synaptic transmission and neuron-glia interactions",
2,Fernando Kasanetz," Grupo de Neurociencias de Sistemas, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.",Synaptic and cellular plasticity of cortico-striatal neurons of the Anterior Cingulate Cortex associated to neurophatic pain.,"Neural excitability, synaptic transmission and neuron-glia interactions",
0,Eugenia Falomir-Lockhart," Instituto de Investigaciones Bioquímicas de La Plata “Profesor Doctor Rodolfo R. Brenner” (INIBIOLP-UNLP-CONICET), La Plata, Argentina",IGF1 gene therapy promotes synaptic remodeling by microglia,"Neural excitability, synaptic transmission and neuron-glia interactions",
1,Franco Juan Cruz Dolcetti," Instituto de Investigaciones Bioquímicas de La Plata “Profesor Doctor Rodolfo R. Brenner” (INIBIOLP-UNLP-CONICET), La Plata, Argentina",IGF1 gene therapy promotes synaptic remodeling by microglia,"Neural excitability, synaptic transmission and neuron-glia interactions",
2,Macarena Lorena Herrera," Departamento de Farmacología, Facultad de Ciencias Químicas. UNC. Instituto de Farmacología experimental de Córdoba (IFEC-UNC-CONICET), Córdoba, Argentina",IGF1 gene therapy promotes synaptic remodeling by microglia,"Neural excitability, synaptic transmission and neuron-glia interactions",
3,Jeronimo Pennini," Instituto de Investigaciones Bioquímicas de La Plata “Profesor Doctor Rodolfo R. Brenner” (INIBIOLP-UNLP-CONICET), La Plata, Argentina",IGF1 gene therapy promotes synaptic remodeling by microglia,"Neural excitability, synaptic transmission and neuron-glia interactions",
